Menu,Meth,Ingre,Step,ImURL,,,,,,,,,,,,,,,,,,,,
สปาเก็ตตี้ซอสมะเขือเทศหมู,ผัด,"เส้นสปาเก็ตตี้,หมูบด,มะเขือเทศ,หอมหัวใหญ่,ใบโหระพา,ซอสมะเขือเทศ,เครื่องเทศอิตาเลียน,เนยเค็ม",นำไก่ปีกกลางไปล้างเกลือให้สะอาด|แล้วหั่นผักเตรียมไว้ทั้งมะเขือ ผักชี แครอท โดยหั่นเป็นท่อนขนาดไม่เล็กเกินไป|พอน้ำเดือดนำไก่ลงไปต้มหมั่นตักเศษมันไก่ที่ลอยบนน้ำ หรือจะใช้ซุปไก่ผสมก็ได้|พอไก่สุก ให้ใส่ผักที่แข็งลงไปก่อน ได้แก่ แครอท ตามด้วยหัวหอมใหญ่ และมะเขือเทศ และโกจิเบอรี่|ต้มต่อประมาณ 10 นาทีด้วยไฟกลาง พอสุกใส่ผักชี และพริกไท ปรุงรสด้วยเกลือ ซีอิ๊วเล็กน้อย ใส่ชามพร้อมเสริฟ,https://img.wongnai.com/p/400x0/2025/08/30/eaecdc63ec4c415dbee51416ccd3a3c9.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวอบเบคอน,อบ,"ข้าวสวย,เบคอน ,กระเทียมสับ,พริกไทย,ผักสามสีต้ม,ต้นหอมซอย",นำเบคอนมาเจียวให้เริ่มเกรียมตรงขอบ แล้วแบ่งเบคอนออกมาครึ่งหนึ่ง|เจียวส่วนที่เหลือต่อจนกรอบ ตักขึ้นเตรียมไว้สำหรับโรยหน้า|ซาว ข้าวหอมคัดพิเศษ 100% ตราเอโร่ แล้วสะเด็ดน้ำ เตรียมไว้|นำน้ำมันเบคอนในกระทะออกครึ่งนึง แล้วใส่กระเทียมสับ ผัดให้สีเหลืองสวย|ใส่เบคอนที่แยกไว้ลงไป ผัดให้เข้ากัน|ใส่ ข้าวหอมคัดพิเศษ 100% ตราเอโร่ ที่ซาวทำความสะอาดไว้ลงไป|ปรุงรสด้วยซอสปรุงรส ซอยหอยนางรม พริกไทยป่น ผัดให้เข้ากัน|นำไปใส่ในหม้อหุงข้าว ตามด้วยผักสามสีและน้ำเปล่า คนให้พอเข้ากัน แล้วกดหุง|เมื่อข้าวสุกแล้ว ตักใส่ถ้วยเสิร์ฟ โรยด้วยต้นหอมซอยและเบคอนกรอบ ๆ พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2023/09/14/a027367118cf41b59c9fb9e999dcb811.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวไข่ข้นกิมจิเบคอนกรอบ,ทอด,"เบคอน,ไข่,ต้นหอม,กิมจิ ,ข้าวสวย,โคชูจัง",ตอกไข่ใส่ในชามผสม เติมโคชูจังลงไป ตามด้วยน้ำมันหอย น้ำปลา และกิมจิ จากนั้นคนให้เข้ากัน พักไว้|นำเบคอนใส่ลงในกระทะ ตั้งไฟกลาง ทอดจนสุกกรอบ พักไว้|ในกระทะใบเดิม ทอดไข่ข้นในน้ำมันเบคอนจนได้ความสุกตามที่ต้องการ|นำไข่ข้นวางบนข้าวสวย โรยด้วยเบคอน และต้นหอม พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2023/09/20/441d5f66220f45c0bdf38b152fbf8ca9.jpg,,,,,,,,,,,,,,,,,,,,
มักกะโรนี,ผัด,"มักกะโรนี,ซอสมะเขือเทศ,น้ำตาล,ซอสพริก,ผักชี,ไข่ไก่",ลวกเส้นมักกะโรนีในน้ำร้อน ประมาณ 10 นาที พร้อมเติมเกลือเล็กน้อยลงในน้ำต้ม|เคล็ดลับ: คอยสังเกตเส้นว่านิ่มพอหรือยัง ระวังอย่าให้นิ่มเกินไป ผัดแล้วจะเละได้|เมื่อเส้นสุกพอแล้ว เทน้ำร้อนทิ้งแล้วใส่น้ำเย็นเพื่อกันเส้นเละหรือติดกัน ทิ้งไว้สัก 5 นาที แล้วเทน้ำทิ้ง|ตั้งน้ำมันให้ร้อน ใส่เนื้อสัตว์ และใส่ไข่ หรือผักอื่นที่เตรียมไว้ลงไปผัดให้เริ่มสุก|ใส่เส้นลงไปผัดพร้อมเติมเครื่องปรุง สามารถปรุงให้ได้รสตามใจชอบ|หากสุกพอแล้ว ใส่ผักชี หรือผักโรยหน้าที่เตรียมไว้ แล้วเติมพริกไทยป่น ผัดให้เข้ากันอีกนิด|ปิดไฟ ตักใส่จาน,https://img.wongnai.com/p/1968x0/2025/08/13/ad4489883a3b4173ada528565a3246c0.jpg,,,,,,,,,,,,,,,,,,,,
ผัดมาม่าคอหมูย่างไข่ดาว,ผัด,"คอหมู,ไข่เป็ด,พริกจินดา,แคร์รอต,กระเทียม,กะหล่ำปลี,บะหมี่กึ่งสำเร็จรูป,ผงหมักย่าง,ผงปรุงบะหมี่กึ่งสำเร็จรูป,น้ำมันพริกเผาบะหมี่กึ่งสำเร็จรูป",นำคอหมูมาใส่ชามใหญ่ เติมน้ำมันหอยและผงหมักย่างลงไป คลุกให้เข้ากัน หมักไว้อย่างน้อย 30 นาที|ย่างคอหมูในหม้อทอดไร้น้ำมัน ใช้ไฟ 200 องศาเซลเซียส 10 นาที เมื่อครบเวลาแล้วกลับด้านคอหมู ย่างต่ออีก 10 นาที นำออกมาหั่นเป็นชิ้น ๆ ตามชอบ|ตั้งกระทะใส่น้ำมันพอประมาณ ทอดไข่ดาวความสุกตามชอบ พักไว้|นำหม้อมาใส่น้ำ ตั้งไฟจนน้ำเดือด นำเส้นบะหมี่กึ่งสำเร็จรูปลงไปต้มจนสุก พักไว้|ตั้งกระทะใส่น้ำมันเล็กน้อย ใช้ไฟกลาง นำกระเทียมลงไปผัดจนหอม จากนั้นใส่กระหล่ำปลีและแคร์รอตลงไปผัดจนสุก|เมื่อผักสุกแล้ว ใส่เส้นบะหมี่กึ่งสำเร็จรูปลงไปผัด ใส่ไข่ลงไปผัด แล้วเติมเครื่องปรุงและน้ำมันบะหมี่กึ่งสำเร็จรูปลงไป ผัดจนทั่ว นำไปใส่จานพักไว้|นำจานบะหมี่กึ่งสำเร็จรูปมาวางไข่ดาวและคอหมู โรยด้วยพริกด้านบน พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2023/09/20/b4ce583da96945fd808993d9a8fbf537.jpg,,,,,,,,,,,,,,,,,,,,
ซุปไก่,ต้ม,"ปีกไก่กลาง,มะเขือเทศ,โกจิเบอรี่,ผักชี,หัวหอมใหญ่,พริกไทยบด,น้ำซุป",นำไก่ปีกกลางไปล้างเกลือให้สะอาด|แล้วหั่นผักเตรียมไว้ทั้งมะเขือ ผักชี แครอท โดยหั่นเป็นท่อนขนาดไม่เล็กเกินไป|พอน้ำเดือดนำไก่ลงไปต้มหมั่นตักเศษมันไก่ที่ลอยบนน้ำ หรือจะใช้ซุปไก่ผสมก็ได้|พอไก่สุก ให้ใส่ผักที่แข็งลงไปก่อน ได้แก่ แครอท ตามด้วยหัวหอมใหญ่ และมะเขือเทศ และโกจิเบอรี่|ต้มต่อประมาณ 10 นาทีด้วยไฟกลาง พอสุกใส่ผักชี และพริกไท ปรุงรสด้วยเกลือ ซีอิ๊วเล็กน้อย ใส่ชามพร้อมเสริฟ,https://img.wongnai.com/p/1968x0/2018/05/13/d9517f076a70430baa6a85974266fdc8.jpg,,,,,,,,,,,,,,,,,,,,
ไก่ต้มน้ำปลา,ต้ม,"ไก่,รากผักชี",ใส่น้ำในหม้อตั้งไฟให้เดือดพร่านแล้วใส่ไก่ไปต้ม|นำเครื่องต่างๆทั้งรากผักชี ข่า ใบมะกรูด ตะไคร้ลงไปต้มในน้ำเปล่า|นำไก่ต้มมาใส่น้ำที่ต้มใบมะกรูด ข่า รากผักชี แล้วปรุงรสชาติ โดยใส่ น้ำตาล น้ำปลา ซอสปรุงรส ต้มไว้ 40-50นาที|ส่วนน้ำจิ้ม ผมนำกระเทียมไทยตำกับพริกสด แล้วใส่เต้าเจี้ยว น้ำตาล ซีอิ๊ว มะนาว ปรุงรสจนได้รสชาติที่พอใจ,https://img.wongnai.com/p/1968x0/2017/12/23/96f5a58fee4d4f67b1850f77bc995a5d.jpg,,,,,,,,,,,,,,,,,,,,
เกี๊ยวทอดต้มยำหมูสับ,ทอด,"หมูสับ,แป้งเกี๊ยว,มะนาว,พริกเผา,คะน้า,รากผักชี,ซุปก้อน",การทอดเกี๊ยว ขั้นตอนแรกเราขูดแป้งออก|จากนั้นใส่หมูสับที่หมักด้วยน้ำปลาและพริกไทย|ทาน้ำตรงขอบเกี๊ยวแล้วประกบให้สวยงาม|ก่อนนำลงไปในหม้อทอด ทาน้ำมันเล็กน้อย|เคล็ดลับ: เวลาใส้หม้อทอดแนะนำ ทาน้ำมันเล็กน้อย กันเกี๊ยวติดกันค่ะ|ใช้ไฟ 160 องศา เวลา 10-13 นาที|ทำน้ำซุปง่ายๆด้วยซุปก้อนและรากผักชีทุบ|นำหมูลงไปลวกให้สุก|ลวกผักตามชอบ เราใช้เป็นคะน้า|ปรุงรสต้มยำตามชอบ น้ำปลา น้ำมะนาวว น้ำตาลนิด น้ำพริกเผา|ใส่ผัก และหมูที่ลวกไว้ลงจาน|ตามด้วยเกี๊ยวทอดกรอบ|เท่านี้ก็เสร็จแล้ว,https://img.wongnai.com/p/400x0/2025/08/06/f2a7b5b787c943b18684e0068d107c9c.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวอบต้มยำทะเล,อบ,"ข้าวสวย,พริกเผา,กะทิ,กุ้งขาว,หมึกกล้วย,ปลากะพง,ใบมะกรูด,ตะไคร้,ข่า,พริกจินดาแดง,ใบมะกรูด,มะนาว,ผักชี",เท aro ข้าวหอมมะลิเก่า 100% ลงในหม้อหุงข้าว จากนั้นซาวข้าว 1 ครั้ง แล้วเทน้ำสะอาดลงไป|เติมกะทิ พริกเผา และน้ำปลาลงไป คนให้ทุกอย่างเข้ากัน วางกุ้ง หมึก และกะพงลงบนข้าว โรยตะไคร้ซอย ข่าซอย ใบมะกรูดฉีก พริกจินดาแดง จากนั้นกดหุงข้าว|เมื่อข้าวสุก ตักใส่จานเสิร์ฟ ตกแต่งด้วยใบผักชี มะนาวซีกหั่นชิ้น และพริกจินดาแดง ,https://img.wongnai.com/p/800x0/2023/07/20/501cac1b1f64490d89526ef515066b7b.jpg,,,,,,,,,,,,,,,,,,,,
ปลาหมึกผัดพริกแกงราดข้าว,ผัด,"ข้าวสวย,ปลาหมึก,พริกแกง,ถั่วฝักยาว,พริกแดง,โหระพา,ใบมะกรูด",ล้างปลาหมึกให้สะอาดแล้วหั่นเป็นแว่น|ตั้งกระทะใส่น้ำมันพอร้อน นำพริกแกงลงไปผัดจนหอม|ใส่ปลาหมึกลงไปผัดด้วยไฟแรง|ปรุงรสด้วยน้ำตาลปี๊บและน้ำปลา|ใส่ถั่วฝักยาวและใบมะกรูด ผัดให้เข้ากันจนสุก|ตักราดบนข้าวสวยร้อนๆ แต่งหน้าด้วยพริกชี้ฟ้า,https://img.wongnai.com/p/800x0/2023/07/19/ad0b6094dc08487495fd847718a45615.jpg,,,,,,,,,,,,,,,,,,,,
